"","Ids","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"71",71,20,4,95,13651,2,1.46,1,4,1,5,1,13,3,3,1,3,7,6,1973,1973,2,2,10,11,2,1115,4,3,2,3,4,2,1,1880,6,0,343,2223,2,1,2,5,2223,0,0,2223,1,0,2,0,3,1,4,8,7,2,3,2,1973,1,2,516,5,5,3,300,0,0,0,0,0,2.331,2.469,2.854,0,2,2007,9,5,244000
"72",72,20,4,69,7599,2,1.199,4,4,1,1,1,12,3,3,1,3,4,6,1982,2006,2,2,7,11,3,0,4,5,2,4,4,4,1,565,6,0,280,845,2,5,2,5,845,0,0,845,1,0,1,0,2,1,4,4,7,0,2.9185,6,1987,3,2,360,5,5,3,0,0,0,0,0,0,2.297,2.931,2.807,0,6,2007,9,5,129500
"73",73,60,4,74,10141,2,1.786,1,4,1,1,1,9,3,3,1,6,7,5,1998,1998,2,2,13,14,2,40,4,5,3,3,4,4,6,0,6,0,832,832,2,3,2,5,885,833,0,1718,0,0,2,1,3,1,4,7,7,1,5,2,1998,1,2,427,5,5,3,0,94,0,0,291,0,2.33,1.91483333333333,2.946,0,12,2009,9,5,185000
"74",74,20,4,85,10200,2,1.466,4,4,1,5,1,13,3,3,1,3,5,7,1954,2003,2,2,14,15,2,104,4,5,2,4,4,4,1,320,2,362,404,1086,2,3,2,5,1086,0,0,1086,1,0,1,0,3,1,4,6,7,0,4.24733333333333,2,1989,3,2,490,5,5,3,0,0,0,0,0,0,2.233,2,2.973,0,5,2010,9,5,144900
"75",75,50,5,60,5790,2,1.213,4,4,1,1,1,18,3,3,1,6,3,6,1915,1950,3,2,13,14,3,0,3,3,2,2,4,4,6,0,6,0,840,840,2,3,1,5,840,765,0,1605,0,0,2,0,3,2,4,8,7,0,3.362,6,1915,3,1,379,5,5,3,0,0,202,0,0,0,2.333,2.6356,2.756,0,5,2010,9,5,107400
"76",76,180,5,21,1596,2,1.493,4,4,1,5,1,11,3,3,4,8,4,5,1973,1973,2,2,6,6,3,0,4,5,2,3,4,2,3,462,6,0,0,462,2,5,2,5,526,462,0,988,1,0,1,0,2,1,4,5,7,0,3.81266666666667,4,1973,3,1,297,5,5,3,120,101,0,0,0,0,2.523,2,2.77,0,11,2009,9,5,91000
"77",77,20,4,66.36325,8475,2,1.164,1,4,1,5,1,13,3,3,1,3,4,7,1956,1956,2,2,13,14,3,0,4,5,2,4,4,4,1,228,6,0,724,952,2,1,2,1,952,0,0,952,0,0,1,0,2,1,4,4,7,0,3.147,6,1956,3,1,283,5,5,3,0,0,0,0,0,0,2.417,2.897,2.689,0,4,2008,9,5,135750
"78",78,50,5,50,8635,2,1.202,4,4,1,5,1,4,3,3,1,1,5,5,1948,2001,2,2,14,15,3,0,4,5,2,4,4,4,2,336,3,41,295,672,2,5,2,5,1072,213,0,1285,1,0,1,0,2,1,4,6,3,0,3.231,6,1948,3,1,240,5,5,3,0,0,0,0,0,0,2.295,3,2.761,0,1,2008,9,5,127000
"79",79,90,4,72,10778,2,1.331,4,4,1,5,1,19,3,3,3,3,4,5,1968,1968,4,2,7,7,3,0,4,5,2,4,4,4,6,0,6,0,1768,1768,2,5,1,5,1768,0,0,1768,0,0,2,0,4,2,4,8,7,0,3.64366666666667,4.105,1958.32133333333,2.612,0,0,3.888,4.308,3,0,0,0,0,0,0,2.397,2.6,2.709,0,4,2010,9,5,136500
"80",80,50,5,60,10440,2,1,4,4,1,1,1,18,3,3,1,6,5,6,1910,1981,2,2,14,15,3,0,4,5,3,4,4,4,6,0,6,0,440,440,2,3,2,5,682,548,0,1230,0,0,1,1,2,1,4,5,7,0,4.12,6,1966,3,2,440,5,5,3,74,0,128,0,0,0,2.231,3,2.949,0,5,2009,9,5,110000
"81",81,60,4,100,13000,2,1.734,4,4,1,1,1,13,3,3,1,6,6,6,1968,1968,2,2,13,14,2,576,4,3,2,3,4,4,5,448,6,0,448,896,2,5,2,5,1182,960,0,2142,0,0,2,1,4,1,3,8,7,1,3,2,1968,1,1,509,5,5,3,0,72,0,0,252,0,2.342,1.387,2.836,0,6,2009,9,5,193500
"82",82,120,5,32,4500,2,1.798,4,4,1,3,1,12,3,3,5,3,6,5,1998,1998,4,2,13,14,2,443,4,3,3,1,2,4,3,1201,6,0,36,1237,2,1,2,5,1337,0,0,1337,1,0,2,0,2,1,4,5,7,0,3.4935,2,1998,1,2,405,5,5,3,0,199,0,0,0,0,2.272,1.827,2.721,0,3,2006,9,5,153500
"83",83,20,4,78,10206,2,1.873,4,4,1,5,1,21,3,3,1,3,8,5,2007,2007,2,2,13,14,4,468,4,5,3,3,4,4,3,33,6,0,1530,1563,2,1,2,5,1563,0,0,1563,0,0,2,0,3,1,3,6,7,1,3,2,2007,2,3,758,5,5,3,144,99,0,0,0,0,2.204,1.823,2.906,0,10,2008,9,5,245000
"84",84,20,4,80,8892,2,1.214,1,4,1,5,1,13,3,3,1,3,5,5,1960,1960,2,2,9,9,1,66,4,5,2,4,4,4,6,0,6,0,1065,1065,2,3,2,5,1065,0,0,1065,0,0,1,1,3,1,4,6,7,0,4.194,6,1974,3,2,461,5,5,3,74,0,0,0,0,0,2.312,2.8256,2.964,0,7,2007,1,5,126500
"85",85,80,4,69.8264888888889,8530,2,1.681,1,4,1,5,1,9,3,3,1,8,7,5,1995,1996,2,2,7,7,2,22,4,5,3,3,4,4,6,0,6,0,384,384,2,3,2,5,804,670,0,1474,0,0,2,1,3,1,4,7,7,1,5,4,1995,1,2,400,5,5,3,120,72,0,0,0,0,2.421,1.848,3,700,5,2009,9,5,168500
"86",86,60,4,121,16059,2,1.757,4,4,1,1,1,14,3,3,1,6,8,5,1991,1992,4,2,7,7,2,284,3,5,2,3,4,4,6,0,6,0,1288,1288,2,1,2,5,1301,1116,0,2417,0,0,2,1,4,1,3,9,7,1,5,2,1991,3,2,462,5,5,3,127,82,0,0,0,0,2.11,1.509,2.901,0,4,2006,9,5,260000
"87",87,60,4,122,11911,2,1.773,2,4,1,5,1,9,3,3,1,6,6,5,2005,2005,2,2,13,14,3,0,3,5,3,3,4,1,6,0,6,0,684,684,2,1,2,5,684,876,0,1560,0,0,2,1,3,1,3,6,7,1,3,4,2005,1,2,400,5,5,3,100,38,0,0,0,0,2.463,1.84783333333333,2.806,0,3,2009,9,5,174000
"88",88,160,2,40,3951,2,2,4,4,1,1,1,21,3,3,5,6,6,5,2009,2009,2,2,13,14,4,76,3,5,3,3,4,1,6,0,6,0,612,612,2,1,2,5,612,612,0,1224,0,0,2,1,2,1,3,4,7,0,3.2975,6,2009,2,2,528,5,5,3,0,234,0,0,0,0,2.402,1.87283333333333,2.747,0,6,2009,7,6,164500
"89",89,50,1,105,8470,2,1.481,1,4,1,1,1,10,2,2,1,1,3,2,1915,1982,4,2,10,11,3,0,2,2,2,4,1,4,6,0,6,0,1013,1013,2,5,1,5,1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,3.669,4.43733333333333,1944.15983333333,2.53,0,0,3.638,3.6725,1,0,0,156,0,0,0,2.334,3,2.649,0,10,2009,3,1,85000
"90",90,20,4,60,8070,2,1.338,4,4,1,5,1,6,3,3,1,3,4,5,1994,1995,2,2,13,14,3,0,4,5,3,3,4,4,3,588,6,0,402,990,2,1,2,5,990,0,0,990,1,0,1,0,3,1,4,5,7,0,4.307,3.85566666666667,1980.86351666667,2.656,0,0,4.101,4.448,3,0,0,0,0,0,0,2.322,2.672,2.931,0,8,2007,9,5,123600
"91",91,20,4,60,7200,2,1.151,4,4,1,5,1,13,3,3,1,3,4,5,1950,1950,2,2,4,15,3,0,4,5,4,3.462,3.518,3.51,5.006,0,5.666,0,0,0,2,5,2,1,1040,0,0,1040,0,0,1,0,2,1,4,4,7,0,3.723,6,1950,3,2,420,5,5,3,0,29,0,0,0,0,2.291,2.746,2.864,0,7,2006,9,5,109900
"92",92,20,4,85,8500,2,1.509,4,4,1,5,1,13,3,3,1,3,5,3,1961,1961,4,2,7,7,1,203,4,5,2,4,4,4,5,600,6,0,635,1235,2,5,2,5,1235,0,0,1235,0,0,1,0,2,1,4,6,7,0,4.394,2,1961,3,2,480,5,5,3,0,0,0,0,0,0,2.235,2,2.935,0,12,2006,9,1,98600
"93",93,30,4,80,13360,2,1,1,2,1,5,1,7,3,3,1,3,5,7,1921,2006,2,2,14,15,3,0,4,3,1,3,4,4,1,713,6,0,163,876,2,1,2,5,964,0,0,964,1,0,1,0,2,1,4,5,7,0,3.203,6,1921,3,2,432,5,5,3,0,0,44,0,0,0,2.26,2.6875,2.726,0,8,2009,9,5,163500
"94",94,190,1,60,7200,2,1.603,4,4,1,1,1,18,3,3,2,5,6,6,1910,1998,4,2,9,9,3,0,4,5,1,4,1,3,5,1046,6,0,168,1214,3,1,1,5,1260,1031,0,2291,0,1,2,0,4,2,4,9,7,1,3,6,1900,3,2,506,5,5,3,0,0,0,0,99,0,2.142,1.80366666666667,2.714,0,11,2007,9,5,133900
"95",95,60,4,69,9337,2,1.771,1,4,1,5,1,6,3,3,1,6,6,5,1997,1997,2,2,13,14,3,0,4,3,3,3,4,4,3,648,6,0,176,824,2,1,2,5,905,881,0,1786,1,0,2,1,3,1,3,7,7,0,4.233,2,1997,2,2,684,5,5,3,0,162,0,0,0,0,2.172,1.99483333333333,2.902,0,5,2007,9,5,204750
"96",96,60,4,78.7178333333333,9765,2,1.65,2,4,1,1,1,9,3,3,1,6,6,8,1993,1993,2,2,13,14,2,68,1,3,3,3,2,4,1,310,6,0,370,680,2,3,2,5,680,790,0,1470,0,0,2,1,3,1,4,6,7,1,5,4,1993,1,2,420,5,5,3,232,63,0,0,0,0,2.341,1.927,3,480,4,2009,9,5,185000
"97",97,20,4,78,10264,2,1.828,1,4,1,5,1,6,3,3,1,3,7,5,1999,1999,2,2,13,14,2,183,3,5,3,3,4,1,1,1162,6,0,426,1588,2,1,2,5,1588,0,0,1588,0,0,2,0,3,1,3,6,7,0,4.801,2,1999,2,2,472,5,5,3,158,29,0,0,0,0,2.268,1.841,2.957,0,8,2006,9,5,214000
"98",98,20,4,73,10921,2,1.3,4,2,1,5,1,8,3,3,1,3,4,5,1965,1965,4,2,7,7,2,48,4,5,2,4,4,4,5,520,6,0,440,960,2,5,2,2,960,0,0,960,1,0,1,0,3,1,4,6,7,0,3.141,2,1965,1,1,432,5,5,2,120,0,0,0,0,0,2.487,2.9025,2.73,0,5,2007,9,5,94750
"99",99,30,4,85,10625,2,1.065,4,4,1,1,1,8,3,3,1,3,5,5,1920,1950,2,2,14,15,3,0,4,5,1,4,4,4,1,108,6,0,350,458,2,2,1,5,835,0,0,835,0,0,1,0,2,1,4,5,7,0,4.158,3,1920,3,1,366,2,5,3,0,0,77,0,0,0,2.212,2.638,3,400,5,2010,1,1,83000
"100",100,20,4,77,9320,2,1.316,1,4,1,5,1,13,3,3,1,3,4,5,1959,1959,2,2,10,11,3,0,4,5,2,4,4,4,1,569,6,0,381,950,2,2,2,5,1225,0,0,1225,1,0,1,1,3,1,4,6,7,0,4.197,2.555,1958.23220238095,2.217,0,0,3.973,4.148,3,352,0,0,0,0,0,2.402,2.73066666666667,3,400,1,2010,9,5,128950
"101",101,20,4,80.3420833333333,10603,2,1.473,1,4,1,5,1,17,3,3,1,3,6,7,1977,2001,2,2,10,11,2,28,4,5,3,4,4,3,1,1200,6,0,410,1610,2,3,2,5,1610,0,0,1610,1,0,2,0,3,1,3,6,7,2,5,2,1977,2,2,480,5,5,3,168,68,0,0,0,0,2.221,2.493,2.938,0,2,2010,9,5,205000
"102",102,60,4,77,9206,2,1.768,4,4,1,5,1,20,3,3,1,6,6,5,1985,1985,2,2,7,7,2,336,3,5,2,3,4,4,6,0,6,0,741,741,2,5,2,5,977,755,0,1732,0,0,2,1,3,1,3,7,7,1,5,2,1985,1,2,476,5,5,3,192,46,0,0,0,0,2.352,1.668,2.935,0,6,2010,9,5,178000
"103",103,90,4,64,7018,2,1.286,4,1,1,5,1,20,3,3,3,3,5,5,1979,1979,2,2,7,7,3,0,4,2,4,3.3635,3.456,3.30883333333333,4.884,0,5.671,0,0,0,2,5,2,5,1535,0,0,1535,0,0,2,0,4,2,4,8,7,0,4.236,2,1979,3,2,410,5,5,3,0,0,0,0,0,0,2.266,2.442,2.822,0,6,2009,9,3,118964
"104",104,20,4,94,10402,2,1.862,1,4,1,1,1,6,3,3,1,3,7,5,2009,2009,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,1226,1226,2,1,2,5,1226,0,0,1226,0,0,2,0,3,1,3,6,7,0,3.284,2,2009,2,3,740,5,5,3,0,36,0,0,0,0,2.277,1.645,2.882,0,5,2010,9,5,198900
"105",105,50,5,67.3746666666667,7758,2,1.663,4,4,1,1,1,10,3,3,1,1,7,4,1931,1950,2,2,12,13,2,600,4,2,3,4,4,4,4,224,6,0,816,1040,2,1,2,2,1226,592,0,1818,0,0,1,1,4,1,4,7,7,2,5,6,1951,3,1,240,5,5,3,0,0,0,0,184,0,2.293,1.78266666666667,2.907,0,6,2007,9,5,169500
"106",106,60,2,75,9375,2,1.937,4,4,1,5,1,21,3,3,1,6,8,5,2003,2004,4,2,13,14,2,768,3,5,3,1,4,4,6,0,6,0,1053,1053,2,1,2,5,1053,939,0,1992,0,0,2,1,3,1,3,9,7,1,3,2,2003,2,2,648,5,5,3,140,45,0,0,0,0,2.258,1.632,2.87,0,8,2008,9,5,250000
"107",107,30,5,60,10800,2,1,4,4,1,5,1,18,3,3,1,3,4,7,1885,1995,5,2,13,14,3,0,4,5,1,2,4,4,6,0,6,0,641,641,2,3,2,5,1047,0,0,1047,0,0,1,0,2,1,4,6,7,0,4.146,6,1954,3,1,273,2,2,1,0,0,0,0,0,0,2.299,2.522,3,450,8,2007,9,5,1e+05
"108",108,20,5,50,6000,2,1.099,4,4,1,5,1,18,3,3,1,3,5,5,1948,1950,2,2,13,14,3,0,4,5,2,4,4,4,1,104,2,169,516,789,2,1,2,5,789,0,0,789,0,0,1,0,2,1,4,5,7,0,3.24166666666667,6,1948,3,1,250,5,5,3,0,0,0,0,0,0,2.305,2.987,2.75,0,4,2008,9,6,115000
"109",109,50,5,85,8500,2,1.127,4,4,1,1,1,10,1,3,1,1,5,7,1919,2005,2,2,6,6,3,0,4,5,2,4,4,4,6,0,6,0,793,793,3,5,1,2,997,520,0,1517,0,0,2,0,3,1,2,7,7,0,3.335,4.831,1934.883,2.873,0,0,3.392,3.9775,1,0,0,144,0,0,0,2.414,2.835,2.627,0,8,2007,9,5,115000
"110",110,20,4,105,11751,2,1.486,1,4,1,5,1,17,3,3,1,3,6,6,1977,1977,4,2,10,11,2,480,4,5,2,3,4,4,2,705,6,0,1139,1844,2,1,2,5,1844,0,0,1844,0,0,2,0,3,1,4,7,7,1,5,2,1977,2,2,546,5,5,3,0,122,0,0,0,0,2.313,3,2.943,0,1,2010,1,5,190000
"111",111,50,4,75,9525,2,1.192,4,4,1,5,1,8,3,3,1,1,6,4,1954,1972,2,2,14,15,3,0,4,5,2,4,1,4,5,444,6,0,550,994,2,3,2,5,1216,639,0,1855,0,0,2,0,4,1,4,7,7,0,3.847,2,1954,3,1,325,5,5,3,182,0,0,0,0,0,2.394,2.675,2.896,0,10,2006,9,5,136900
"112",112,80,4,66.6557071428572,7750,2,1.755,1,4,1,5,1,9,3,3,1,8,7,5,2000,2000,2,2,13,14,3,0,4,5,3,3,4,4,3,250,6,0,134,384,2,1,2,5,774,656,0,1430,0,0,2,1,3,1,4,7,7,1,5,4,2000,1,2,400,5,5,3,180,0,0,0,0,0,2.309,1.88683333333333,2.928,0,4,2010,9,5,180000
"113",113,60,4,77,9965,2,1.847,4,4,1,5,1,6,3,3,1,6,7,5,2007,2007,2,2,13,14,4,220,3,5,3,1,4,1,3,984,6,0,280,1264,2,1,2,5,1282,1414,0,2696,1,0,2,1,4,1,1,10,7,1,3,4,2007,1,3,792,5,5,3,120,184,0,0,168,0,2.089,1.683,2.903,0,10,2007,7,6,383970
"114",114,20,4,101.45025,21000,2,1.417,4,1,1,1,1,7,3,3,1,3,6,5,1953,1953,4,2,14,15,2,184,4,3,2,3,4,3,1,35,5,869,905,1809,2,5,2,5,2259,0,0,2259,1,0,2,0,3,1,3,7,7,2,3,3,1953,3,2,450,5,5,3,166,120,192,0,0,0,2.263,3,2.825,0,10,2007,1,1,217000
"115",115,70,4,61,7259,2,1.323,1,4,1,5,2,7,3,3,1,6,6,8,1945,2002,3,2,14,15,3,0,4,5,2,4,4,4,1,774,4,150,104,1028,2,1,2,5,1436,884,0,2320,1,0,2,1,3,1,3,9,7,1,5,6,1945,3,1,180,5,5,3,224,0,0,0,0,0,2.186,3,2.87,0,7,2007,9,5,259500
"116",116,160,2,34,3230,2,2,4,4,1,1,1,21,3,3,5,6,6,5,1999,1999,2,2,9,9,2,1129,4,5,3,3,4,4,3,419,6,0,310,729,2,3,2,5,729,729,0,1458,0,0,2,1,2,1,4,5,7,1,2,6,1999,3,2,440,5,5,3,0,32,0,0,0,0,2.189,1.774,2.749,0,6,2007,9,5,176000
"117",117,20,4,76.282,11616,2,1.157,4,4,1,5,1,19,3,3,1,3,5,5,1962,1962,2,2,14,15,2,116,4,5,2,4,4,4,4,170,2,670,252,1092,2,5,2,5,1092,0,0,1092,0,1,1,0,3,1,4,6,7,1,4,2,1962,3,1,288,5,5,3,0,20,144,0,0,0,2.168,2.738,2.987,0,9,2009,9,5,139000
"118",118,20,4,74,8536,2,1.727,4,4,1,1,1,8,3,3,1,3,5,5,2006,2007,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,1125,1125,2,3,2,5,1125,0,0,1125,0,0,1,1,2,1,4,5,7,0,3.42695,2,2007,3,2,430,5,5,3,80,64,0,0,0,0,2.387,1.81925,2.855,0,4,2007,7,6,155000
"119",119,60,4,90,12376,2,1.732,4,4,1,1,1,20,3,3,1,6,7,5,1990,1990,4,2,10,11,3,0,4,5,3,3,4,3,3,1470,6,0,203,1673,2,3,2,5,1699,1523,0,3222,1,0,3,0,5,1,3,11,7,2,5,2,1990,3,3,594,5,5,3,367,0,0,0,0,0,1.927,1.916,3.093,0,5,2010,9,5,320000
"120",120,60,4,65,8461,2,1.807,4,4,1,5,1,6,3,3,1,6,6,5,2005,2006,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,728,728,2,1,2,5,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,3,2,2005,1,2,390,5,5,3,0,24,0,0,0,0,2.423,1.80083333333333,2.872,0,7,2006,7,6,163990
"121",121,80,4,78.4000833333333,21453,2,1.636,1,3,1,2,3,5,3,3,1,8,6,5,1969,1969,1,4,10,11,3,0,4,5,2,4,4,2,1,938,6,0,0,938,2,1,2,5,988,0,0,988,1,0,1,0,1,1,4,4,7,2,5,2,1969,3,2,540,5,5,3,0,130,0,130,0,0,2.35,1.95075,2.914,0,10,2006,9,5,180000
"122",122,50,5,50,6060,2,1.09,4,4,1,5,1,10,3,3,1,1,4,5,1939,1950,2,2,1,1,3,0,4,5,3,4,4,4,6,0,6,0,732,732,2,3,2,5,772,351,0,1123,0,0,1,0,3,1,4,4,7,0,3.215625,6,1979,3,1,264,5,5,2,0,0,140,0,0,0,2.416,3,2.735,0,6,2007,9,5,1e+05
"123",123,20,4,75,9464,2,1.203,4,4,1,1,1,13,3,3,1,3,6,7,1958,1958,4,2,9,9,2,135,4,3,2,4,4,4,2,570,6,0,510,1080,2,3,2,5,1080,0,0,1080,0,0,1,0,3,1,4,5,7,0,2.982,2,1958,3,1,288,5,5,3,0,0,0,0,130,0,2.415,2.898,2.599,0,6,2008,9,5,136000
"124",124,120,4,55,7892,2,1.884,4,4,1,5,1,20,3,3,5,3,6,5,1993,1993,2,2,10,11,3,0,3,5,3,3,4,4,3,300,6,0,899,1199,2,1,2,5,1199,0,0,1199,0,0,2,0,2,1,3,5,7,0,3.732,2,1993,2,2,530,5,5,3,0,63,0,0,0,0,2.368,1.658,2.838,0,3,2008,9,5,153900
"125",125,20,4,48,17043,2,1.738,1,4,1,2,1,17,3,3,1,3,6,5,1979,1998,2,2,7,7,3,0,4,3,2,3,1,4,6,0,6,0,1362,1362,2,5,2,5,1586,0,0,1586,0,0,2,0,3,1,4,7,7,1,5,2,1979,3,2,435,5,5,3,192,0,0,0,0,0,2.373,1.857,2.828,0,1,2009,9,5,181000
"126",126,190,5,60,6780,2,1.187,4,4,1,5,1,10,3,3,2,1,6,8,1935,1982,2,2,14,15,3,0,4,2,2,4,4,1,3,490,6,0,30,520,2,3,1,5,520,0,234,754,1,0,1,0,2,1,4,5,7,0,3.684,4.731,1948.04006666667,2.858,0,0,3.799,4.113,1,53,0,0,0,0,0,2.356,2.61466666666667,2.549,0,6,2006,9,5,84500
"127",127,120,4,49.9450833333333,4928,2,1.581,1,4,1,5,1,15,3,3,5,3,6,5,1976,1976,2,2,10,11,3,0,4,5,2,3,4,4,1,120,6,0,958,1078,2,5,2,5,958,0,0,958,0,0,2,0,2,1,4,5,7,1,5,2,1977,2,2,440,5,5,3,0,205,0,0,0,0,2.477,2.23525,2.814,0,2,2007,9,5,128000
"128",128,45,5,55,4388,2,1.063,1,1,1,5,1,18,2,3,1,2,5,7,1930,1950,2,2,15,15,3,0,4,3,1,4,4,4,4,116,6,0,556,672,2,1,2,5,840,0,0,840,0,0,1,0,3,1,4,5,7,1,5,5.151,1944.82825,2.89,0,0,3.44633333333333,4.162,1,0,0,0,0,0,0,2.316,2.696,2.797,0,6,2007,9,5,87000
"129",129,60,4,69,7590,2,1.334,4,4,1,5,1,13,5,3,1,6,6,5,1966,1966,2,2,13,14,2,266,4,5,2,4,4,4,2,512,6,0,148,660,2,5,2,5,660,688,0,1348,0,0,1,1,3,1,4,6,7,1,2,2,1966,2,2,453,5,5,3,188,108,0,0,0,0,2.315,2.757,2.904,0,7,2006,9,5,155000
"130",130,20,4,69,8973,2,1.333,4,4,1,5,1,13,3,3,1,3,5,7,1958,1991,2,2,10,11,2,85,4,5,2,4,4,4,5,567,2,28,413,1008,2,5,2,1,1053,0,0,1053,0,1,1,1,3,1,1,6,7,0,4.289,1,1998,2,2,750,5,5,3,0,80,0,180,0,0,2.143,4,2.938,0,7,2006,9,1,150000
"131",131,60,4,88,14200,2,1.728,4,4,1,1,1,13,3,3,1,6,7,6,1966,1966,2,2,9,9,2,309,4,5,2,4,4,4,5,445,6,0,479,924,2,1,2,5,1216,941,0,2157,0,0,2,1,4,1,3,8,7,2,3,2,1966,1,2,487,5,5,3,105,66,0,0,0,0,2.261,1,2.888,0,5,2006,9,5,226000
"132",132,60,4,87.7014,12224,2,1.826,1,4,1,1,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,2,40,3,5,3,3,4,4,3,695,6,0,297,992,2,1,2,5,1022,1032,0,2054,1,0,2,1,3,1,3,7,7,1,5,4,2000,2,2,390,5,5,3,24,48,0,0,0,0,2.127,1.51483333333333,2.914,0,7,2009,9,5,244000
"133",133,20,4,75,7388,2,1.314,4,4,1,1,1,13,3,3,1,3,5,6,1959,2002,2,2,9,9,3,0,4,5,2,4,4,4,5,405,6,0,658,1063,2,3,2,5,1327,0,0,1327,1,0,1,0,3,1,3,7,7,0,4.385,6,1974,3,2,624,5,5,3,0,0,0,0,0,0,2.261,2.723,2.929,0,7,2007,9,5,150750
"134",134,20,4,67.6844285714286,6853,2,1.91,1,4,1,5,1,24,3,3,1,3,8,5,2001,2002,2,2,13,14,2,136,3,5,3,1,4,4,3,1005,6,0,262,1267,2,1,2,5,1296,0,0,1296,1,0,2,0,2,1,3,6,7,0,4.06766666666667,2,2001,1,2,471,5,5,3,192,25,0,0,0,0,2.078,1.776,2.942,0,6,2009,9,5,220000
"135",135,20,4,78,10335,2,1.443,1,4,1,5,1,19,3,3,1,3,5,6,1968,1993,2,2,10,11,3,0,4,5,2,4,4,4,5,570,6,0,891,1461,2,3,2,5,1721,0,0,1721,0,0,2,1,3,1,4,7,3,1,5,2,1968,2,2,440,5,5,3,0,96,180,0,0,0,2.28,3,2.95,0,7,2006,9,5,180000
"136",136,20,4,80,10400,2,1.405,4,4,1,5,1,17,3,3,1,3,7,6,1970,1970,4,2,10,11,2,288,4,5,3,4,4,4,6,0,6,0,1304,1304,2,3,2,5,1682,0,0,1682,0,0,2,0,3,1,4,7,7,1,3,2,1970,3,2,530,5,5,3,98,0,0,0,0,0,2.324,3,2.913,0,5,2008,9,5,174000
"137",137,20,4,82.9116,10355,2,1.603,1,4,1,1,1,13,3,3,1,3,5,5,1967,1967,2,2,9,9,2,196,4,5,2,4,4,4,2,695,6,0,519,1214,2,5,2,5,1214,0,0,1214,0,0,2,0,3,1,4,5,7,1,2,2,1967,2,1,318,5,5,3,0,111,0,0,0,0,2.345,2.171,2.87,0,7,2007,9,5,143000
"138",138,90,4,82,11070,2,1.702,4,4,1,5,1,12,3,3,3,3,7,5,1988,1989,2,2,13,14,2,70,4,5,2,4,4,4,6,0,6,0,1907,1907,2,3,2,5,1959,0,0,1959,0,0,3,0,5,2,4,9,7,0,4.0685,1,1989,3,3,766,5,5,3,0,0,0,0,0,0,2.242,1.792,2.917,0,7,2006,9,4,171000
"139",139,60,4,73,9066,2,1.836,1,4,1,5,1,6,3,3,1,6,8,5,1999,2000,2,2,13,14,2,320,3,5,3,3,4,3,3,668,6,0,336,1004,2,1,2,5,1004,848,0,1852,0,0,2,1,3,1,3,7,7,2,5,2,1999,1,3,660,5,5,3,224,106,0,0,0,0,2.254,1,2.937,0,12,2008,9,5,230000
"140",140,60,4,65,15426,2,1.494,1,4,1,5,1,6,3,3,1,6,6,5,1997,1997,2,2,13,14,3,0,4,5,3,3,4,4,3,821,6,0,107,928,2,1,2,5,928,836,0,1764,1,0,2,1,3,1,3,7,7,0,4.852,2,1997,2,2,470,5,5,3,276,99,0,0,0,0,2.217,3,2.959,0,8,2009,9,5,231500
"141",141,20,4,70,10500,2,1.179,4,4,1,3,1,13,3,3,1,3,4,5,1971,1971,2,2,7,7,3,0,4,5,2,4,4,4,1,432,6,0,432,864,2,5,2,5,864,0,0,864,0,0,1,0,3,1,4,5,7,1,4,4.009,1967.54716666667,2.762,0,0,3.871,4.237,3,0,0,0,0,0,0,2.372,2.902,2.865,0,4,2010,4,5,115000
"142",142,20,4,78,11645,2,1.84,4,4,1,5,1,6,3,3,1,3,7,5,2005,2005,2,2,13,14,3,0,3,5,3,3,4,1,3,1300,6,0,434,1734,2,1,2,5,1734,0,0,1734,1,0,2,0,3,1,3,7,7,0,3.158,2,2005,1,2,660,5,5,3,160,24,0,0,0,0,2.308,1.959,2.869,0,1,2006,9,5,260000
